Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,K_d_Nmrad,Alpha
0.0006,descent,1.3052,50.0098,45.0000,15.1140,12.3660,0.018529,0.017852,0.085007,-0.000007,0.438003,0.3
0.0017,descent,1.3052,49.9219,45.0000,12.3660,5.4960,0.018687,0.018127,0.085007,-0.000007,0.438003,0.3
0.0028,descent,1.3052,49.9219,45.0000,12.3660,4.1220,0.018687,0.018810,0.085004,-0.000004,0.438003,0.3
0.0039,descent,1.3052,49.9219,45.0000,12.3660,2.7480,0.018687,0.033753,0.084999,0.000001,0.438003,0.3
0.0050,descent,1.3052,49.9219,44.9121,10.9920,0.0000,0.018696,0.218836,0.084999,0.000001,0.438003,0.3
0.0061,descent,1.3052,49.9219,44.9121,10.9920,-1.3740,0.018696,0.124457,0.084989,0.000011,0.438003,0.3
0.0074,descent,1.3052,49.9219,44.9121,9.6180,-2.7480,0.018711,0.034469,0.084989,0.000011,0.438003,0.3
0.0084,descent,1.3052,49.9219,44.8242,8.2440,-4.1220,0.018720,0.020134,0.084988,0.000012,0.438003,0.3
0.0095,descent,1.3052,49.9219,44.8242,8.2440,-5.4960,0.018720,0.019560,0.084988,0.000012,0.438003,0.3
0.0105,descent,1.3052,49.9219,44.8242,6.8700,-6.8700,0.018735,0.019607,0.084989,0.000011,0.438003,0.3
0.0116,descent,1.3052,49.9219,44.7363,5.4960,-8.2440,0.018751,0.020160,0.084989,0.000011,0.438003,0.3
0.0128,descent,1.3052,49.9219,44.7363,4.1220,-9.6180,0.019395,0.020214,0.084995,0.000005,0.438003,0.3
0.0139,descent,1.3052,49.9219,44.7363,4.1220,-10.9920,0.019395,0.020269,0.084995,0.000005,0.438003,0.3
0.0150,descent,1.3052,49.8340,44.6484,2.7480,-12.3660,0.034422,0.020817,0.084995,0.000005,0.438003,0.3
0.0172,descent,1.3052,49.8340,44.6484,1.3740,-12.3660,0.124478,0.020817,0.084986,0.000014,0.438003,0.3
0.0175,descent,1.3052,49.8340,44.6484,1.3740,-12.3660,0.124478,0.020817,0.084986,0.000014,0.438003,0.3
0.0183,descent,1.3052,49.8340,44.6484,0.0000,-13.7400,0.218926,0.020872,0.084987,0.000013,0.438003,0.3
0.0194,descent,1.3052,49.8340,44.6484,-1.3740,-15.1140,0.124507,0.020926,0.084987,0.000013,0.438003,0.3
0.0205,descent,1.3052,49.8340,44.6484,-1.3740,-15.1140,0.124507,0.020926,0.084976,0.000024,0.438003,0.3
0.0224,descent,1.3052,49.8340,44.5605,-2.7480,-15.1140,0.034474,0.021425,0.085006,-0.000006,0.438003,0.3
0.0228,descent,1.3052,49.7461,44.5605,-2.7480,-16.4880,0.034604,0.021475,0.085006,-0.000006,0.438003,0.3
0.0239,descent,1.3052,49.7461,44.5605,-4.1220,-16.4880,0.019730,0.021475,0.084998,0.000002,0.438003,0.3
0.0250,descent,1.3052,49.7461,44.5605,-4.1220,-16.4880,0.019730,0.021475,0.084998,0.000002,0.438003,0.3
0.0261,descent,1.3052,49.7461,44.5605,-4.1220,-16.4880,0.019730,0.021475,0.084995,0.000005,0.438003,0.3
0.0272,descent,1.3052,49.7461,44.5605,-5.4960,-17.8620,0.019116,0.021529,0.084995,0.000005,0.438003,0.3
0.0283,descent,1.3052,49.7461,44.4727,-5.4960,-17.8620,0.019111,0.022028,0.084980,0.000020,0.438003,0.3
