Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,CartStrength_N_per_m,Sigma_m,Strength
0.0007,descent,0.6951,44.2969,45.6152,-23.3580,71.4480,0.033059,0.005814,0.084997,0.000003,0.0000,0.0100,300
0.0018,descent,0.6951,44.2090,45.7031,-23.3580,72.8220,0.033212,0.005021,0.084997,0.000003,0.0000,0.0100,300
0.0029,descent,0.6951,44.2090,45.7910,-21.9840,75.5700,0.033159,0.004014,0.084982,0.000018,0.0000,0.0100,300
0.0041,descent,0.6951,44.2090,45.7910,-21.9840,76.9440,0.033159,0.003796,0.084982,0.000018,0.0000,0.0100,300
0.0052,descent,0.6951,44.2090,45.7910,-21.9840,76.9440,0.033159,0.003796,0.084995,0.000005,0.0000,0.0100,300
0.0063,descent,0.6951,44.1211,45.7910,-21.9840,76.9440,0.033307,0.003792,0.084995,0.000005,0.0000,0.0100,300
0.0074,descent,0.6951,44.1211,45.7910,-20.6100,76.9440,0.033250,0.003792,0.084998,0.000002,0.0000,0.0100,300
0.0085,descent,0.6951,44.1211,45.7910,-20.6100,75.5700,0.033250,0.004009,0.084998,0.000002,0.0000,0.0100,300
0.0096,descent,0.6951,44.1211,45.7910,-20.6100,75.5700,0.033250,0.004009,0.084998,0.000002,0.0000,0.0100,300
0.0107,descent,0.6951,44.1211,45.7910,-20.6100,72.8220,0.033250,0.004445,0.084977,0.000023,0.0000,0.0100,300
0.0118,descent,0.6951,44.1211,45.7910,-19.2360,71.4480,0.033193,0.004663,0.084977,0.000023,0.0000,0.0100,300
0.0129,descent,0.6951,44.0332,45.7910,-19.2360,67.3260,0.033342,0.005311,0.084990,0.000010,0.0000,0.0100,300
0.0140,descent,0.6951,44.0332,45.7910,-17.8620,65.9520,0.033285,0.005529,0.084990,0.000010,0.0000,0.0100,300
0.0152,descent,0.6951,44.0332,45.7910,-17.8620,63.2040,0.033285,0.005965,0.084967,0.000033,0.0000,0.0100,300
0.0163,descent,0.6951,44.0332,45.7910,-17.8620,60.4560,0.033285,0.006400,0.084967,0.000033,0.0000,0.0100,300
0.0174,descent,0.6951,44.0332,45.7910,-16.4880,57.7080,0.033228,0.006835,0.084998,0.000002,0.0000,0.0100,300
0.0185,descent,0.6951,44.0332,45.7031,-16.4880,54.9600,0.033224,0.007842,0.084998,0.000002,0.0000,0.0100,300
