Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,CartStrength_N_per_m,Sigma_m,Strength
0.0008,descent,0.6521,49.4824,42.0996,-19.2360,-2.7480,0.023941,0.056206,0.085007,-0.000007,0.0000,0.0100,300
0.0019,descent,0.6521,49.3945,42.0996,-20.6100,-2.7480,0.024147,0.056201,0.085007,-0.000007,0.0000,0.0100,300
0.0030,descent,0.6521,49.3945,42.0996,-20.6100,-2.7480,0.024147,0.056201,0.085003,-0.000003,0.0000,0.0100,300
0.0041,descent,0.6521,49.3945,42.0996,-20.6100,-1.3740,0.024147,0.146025,0.085003,-0.000003,0.0000,0.0100,300
0.0052,descent,0.6521,49.3945,42.0996,-20.6100,-1.3740,0.024147,0.146025,0.085005,-0.000005,0.0000,0.0100,300
0.0063,descent,0.6513,49.3945,42.0996,-19.2360,-1.3740,0.024089,0.146025,0.084993,0.000007,0.0000,0.0100,300
0.0074,descent,0.6513,49.3945,42.0996,-19.2360,-1.3740,0.024089,0.146025,0.084993,0.000007,0.0000,0.0100,300
0.0085,descent,0.6513,49.3066,42.0996,-19.2360,0.0000,0.024238,0.240236,0.084998,0.000002,0.0000,0.0100,300
0.0096,descent,0.6513,49.3066,42.0996,-19.2360,0.0000,0.024238,0.240236,0.084998,0.000002,0.0000,0.0100,300
0.0108,descent,0.6513,49.3066,42.0996,-19.2360,0.0000,0.024238,0.240236,0.085003,-0.000003,0.0000,0.0100,300
0.0120,descent,0.6513,49.3066,42.0996,-17.8620,0.0000,0.024180,0.240236,0.085003,-0.000003,0.0000,0.0100,300
0.0130,descent,0.6513,49.2188,42.0996,-17.8620,0.0000,0.024329,0.240232,0.084978,0.000022,0.0000,0.0100,300
0.0141,descent,0.6513,49.2188,42.0996,-17.8620,0.0000,0.024329,0.240232,0.084995,0.000005,0.0000,0.0100,300
