Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad,Offset_mm
0.0009,descent,0.9271,53.8770,43.0664,81.0660,17.8620,0.019570,0.041036,0.085007,-0.000007,0.6000,+0
0.0016,descent,0.9271,53.9648,43.2422,76.9440,21.9840,0.019444,0.039504,0.084986,0.000014,0.6000,+0
0.0029,descent,0.9271,53.9648,43.2422,75.5700,23.3580,0.019458,0.039449,0.084986,0.000014,0.6000,+0
0.0038,descent,0.9271,53.9648,43.3301,72.8220,24.7320,0.019491,0.038708,0.084998,0.000002,0.6000,+0
0.0053,descent,0.9271,53.9648,43.4180,68.7000,27.4800,0.019539,0.037913,0.084999,0.000001,0.6000,+0
0.0060,descent,0.9271,53.9648,43.5059,65.9520,30.2280,0.019572,0.037117,0.084999,0.000001,0.6000,+0
0.0073,descent,0.9271,53.9648,43.5059,64.5780,31.6020,0.019587,0.037063,0.084984,0.000016,0.6000,+0
0.0083,descent,0.9271,53.9648,43.5937,61.8300,34.3500,0.019620,0.036267,0.084984,0.000016,0.6000,+0
0.0094,descent,0.9271,53.9648,43.5937,59.0820,35.7240,0.019649,0.036213,0.084999,0.000001,0.6000,+0
0.0107,descent,0.9271,53.9648,43.7695,56.3340,37.0980,0.019687,0.034785,0.084999,0.000001,0.6000,+0
0.0117,descent,0.9271,53.9648,43.7695,53.5860,38.4720,0.019715,0.034731,0.084996,0.000004,0.6000,+0
0.0128,descent,0.9271,53.9648,43.8574,52.2120,39.8460,0.019734,0.033990,0.084996,0.000004,0.6000,+0
0.0138,descent,0.9271,53.9648,43.8574,49.4640,39.8460,0.019763,0.033990,0.084991,0.000009,0.6000,+0
0.0153,descent,0.9271,53.9648,43.9453,43.9680,42.5940,0.019825,0.033194,0.085001,-0.000001,0.6000,+0
0.0161,descent,0.9271,53.9648,43.9453,41.2200,43.9680,0.019854,0.033140,0.085001,-0.000001,0.6000,+0
0.0172,descent,0.9271,53.8770,43.9453,38.4720,45.3420,0.020061,0.033080,0.084971,0.000029,0.6000,+0
0.0183,descent,0.9271,53.8770,44.0332,35.7240,46.7160,0.020095,0.032339,0.084971,0.000029,0.6000,+0
0.0194,descent,0.9271,53.8770,44.0332,32.9760,46.7160,0.020123,0.032339,0.084996,0.000004,0.6000,+0
0.0207,descent,0.9271,53.8770,44.0332,30.2280,46.7160,0.020152,0.032339,0.084996,0.000004,0.6000,+0
0.0217,descent,0.9271,53.8770,44.0332,27.4800,46.7160,0.020180,0.032339,0.084975,0.000025,0.6000,+0
0.0229,descent,0.9271,53.8770,44.0332,24.7320,46.7160,0.020209,0.032339,0.084975,0.000025,0.6000,+0
0.0238,descent,0.9271,53.7891,44.0332,21.9840,46.7160,0.020416,0.032334,0.084987,0.000013,0.6000,+0
0.0252,descent,0.9271,53.7891,44.0332,17.8620,45.3420,0.020459,0.032389,0.084982,0.000018,0.6000,+0
0.0261,descent,0.9271,53.7891,44.0332,15.1140,43.9680,0.020488,0.032443,0.084982,0.000018,0.6000,+0
0.0272,descent,0.9271,53.7012,44.0332,12.3660,42.5940,0.020695,0.032493,0.084971,0.000029,0.6000,+0
0.0283,descent,0.9271,53.7012,44.0332,10.9920,42.5940,0.020710,0.032493,0.084971,0.000029,0.6000,+0
0.0294,descent,0.9271,53.7012,44.0332,8.2440,41.2200,0.020738,0.032547,0.084971,0.000029,0.6000,+0
