time_s,phase,k_tip_Npm,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_dot_0,q_dot_1,q_dot_2,q_dot_3,q_dot_4,q_dot_5,q_dot_6,q_dot_7,q_dot_8,q_dot_9,q_dot_10,q_dot_11,q_dot_12,tau_0,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7,tau_8,tau_9,tau_10,tau_11,tau_12,tip_thumb_x_m,tip_thumb_y_m,tip_thumb_z_m,tip_index_x_m,tip_index_y_m,tip_index_z_m,tip_middle_x_m,tip_middle_y_m,tip_middle_z_m,tip_ring_x_m,tip_ring_y_m,tip_ring_z_m,tip_pinky_x_m,tip_pinky_y_m,tip_pinky_z_m,disp_thumb_x_m,disp_thumb_y_m,disp_thumb_z_m,disp_index_x_m,disp_index_y_m,disp_index_z_m,disp_middle_x_m,disp_middle_y_m,disp_middle_z_m,disp_ring_x_m,disp_ring_y_m,disp_ring_z_m,disp_pinky_x_m,disp_pinky_y_m,disp_pinky_z_m,force_thumb_x_N,force_thumb_y_N,force_thumb_z_N,force_index_x_N,force_index_y_N,force_index_z_N,force_middle_x_N,force_middle_y_N,force_middle_z_N,force_ring_x_N,force_ring_y_N,force_ring_z_N,force_pinky_x_N,force_pinky_y_N,force_pinky_z_N,force_thumb_mag_N,force_index_mag_N,force_middle_mag_N,force_ring_mag_N,force_pinky_mag_N
0.6937,open,0.0,0.006136,-0.015340,-0.001534,-0.001534,0.000000,0.000000,0.000000,0.000000,-0.001534,0.003068,0.000000,0.000000,0.000000,0.011751,-0.032158,-0.002398,0.000000,0.023981,0.023981,0.000000,0.023981,-0.002398,0.011113,0.023981,0.023981,0.023981,0.051696,-0.159109,0.000211,0.000230,-0.000000,-0.000010,0.000000,-0.000010,0.000062,-0.000117,-0.000010,-0.000009,-0.000013,-0.117434,0.025229,0.014179,-0.036699,0.066393,0.163616,0.002652,0.068829,0.168730,0.042225,0.066917,0.157660,0.072179,0.058159,0.124658,-0.083207,-0.023692,0.066453,-0.015408,0.025221,0.101012,0.004732,0.026986,0.109888,0.027686,0.028420,0.097420,0.038393,0.014402,0.066615,0.003460,1.103755,0.000959,0.000000,2.179330,0.000000,-0.000087,2.082866,-0.002830,-0.001064,2.199116,-0.003958,0.000000,2.828228,0.000000,1.103761,2.179330,2.082868,2.199120,2.828228
0.7301,open,0.0,0.082835,-0.184078,-0.033748,-0.015340,0.006136,0.009204,-0.032214,0.001534,-0.036816,0.033748,-0.009204,-0.003068,0.004602,0.834761,-1.866956,-0.317295,-0.187535,0.067051,0.097266,-0.251823,0.026379,-0.357730,0.347511,-0.052758,0.008779,0.059339,0.049456,-0.147668,0.004827,0.002444,-0.000003,-0.000383,0.001465,-0.000073,0.001593,-0.001386,0.000415,0.000111,-0.000278,-0.117119,0.027029,0.006830,-0.036541,0.067784,0.163346,0.002699,0.069896,0.168527,0.042176,0.068710,0.157139,0.072238,0.057925,0.124683,-0.082892,-0.021892,0.059104,-0.015250,0.026612,0.100742,0.004780,0.028053,0.109686,0.027637,0.030214,0.096899,0.038452,0.014167,0.066640,0.052378,1.052480,0.016486,0.012620,2.158494,-0.074556,-0.002186,2.064163,-0.069259,-0.016271,2.179033,-0.060931,0.009738,2.833160,0.015939,1.053912,2.159818,2.065326,2.179946,2.833221
0.7634,open,0.0,0.187146,-0.420311,-0.070563,-0.013806,0.012272,0.021476,-0.079767,0.003068,-0.075165,0.067495,-0.015340,-0.010738,0.007670,2.227274,-4.820183,-0.839199,-0.170827,0.175327,0.276066,-0.958427,0.056116,-0.888743,0.809932,-0.202415,-0.155038,0.118277,0.046367,-0.131520,0.010213,0.002200,-0.000007,-0.000918,0.003773,-0.000150,0.003317,-0.002820,0.000745,0.000458,-0.000476,-0.115497,0.029354,-0.003357,-0.036300,0.069760,0.162906,0.002750,0.071044,0.168280,0.042110,0.070557,0.156547,0.072325,0.057549,0.124736,-0.081270,-0.019567,0.048917,-0.015009,0.028587,0.100302,0.004830,0.029201,0.109439,0.027571,0.032061,0.096307,0.038538,0.013791,0.066694,0.088973,1.012508,0.035688,0.030224,2.125630,-0.180543,-0.004542,2.042863,-0.140028,-0.030745,2.157757,-0.114873,0.021286,2.839411,0.034894,1.017036,2.133497,2.047662,2.161031,2.839706
0.7968,open,0.0,0.311398,-0.696427,-0.107379,-0.013806,0.016874,0.030680,-0.128854,0.003068,-0.111981,0.096641,-0.016874,-0.007670,0.007670,3.066236,-6.810556,-0.997309,-0.015419,0.163453,0.299909,-1.265491,0.045141,-1.022835,0.889055,-0.105725,-0.058165,0.067242,0.042812,-0.113139,0.015348,0.002083,-0.000009,-0.001273,0.005971,-0.000148,0.004820,-0.003927,0.000769,0.000307,-0.000447,-0.111784,0.031900,-0.014890,-0.036059,0.071611,0.162435,0.002793,0.072063,0.168041,0.042045,0.072037,0.156029,0.072318,0.057671,0.124707,-0.077557,-0.017021,0.037384,-0.014768,0.030438,0.099831,0.004874,0.030221,0.109199,0.027505,0.033540,0.095789,0.038532,0.013913,0.066664,0.124762,0.989127,0.060261,0.046789,2.090588,-0.282954,-0.006819,2.022263,-0.205035,-0.041194,2.140755,-0.153631,0.018744,2.837772,0.030186,0.998783,2.110168,2.032642,2.146656,2.837994
0.8301,open,0.0,0.426447,-0.948000,-0.134990,-0.009204,0.018408,0.033748,-0.167204,0.003068,-0.138058,0.113515,-0.016874,-0.004602,0.007670,3.409922,-7.385174,-0.930209,0.039127,0.111239,0.214746,-1.264077,0.030621,-0.948407,0.752901,-0.033801,0.081128,0.037557,0.039588,-0.096811,0.019072,0.001351,-0.000009,-0.001353,0.007583,-0.000141,0.005816,-0.004496,0.000736,0.000139,-0.000430,-0.106795,0.033902,-0.024818,-0.035889,0.072840,0.162091,0.002824,0.072783,0.167856,0.042001,0.072864,0.155724,0.072301,0.057791,0.124682,-0.072568,-0.015019,0.027456,-0.014598,0.031668,0.099487,0.004904,0.030940,0.109014,0.027461,0.034368,0.095484,0.038515,0.014034,0.066639,0.149279,0.992137,0.080591,0.058393,2.063986,-0.356408,-0.008476,2.007153,-0.250453,-0.046765,2.131172,-0.174159,0.016095,2.836123,0.025578,1.006536,2.095346,2.022737,2.138788,2.836284
0.8635,open,0.0,0.541495,-1.201107,-0.158000,0.013806,0.018408,0.035282,-0.202485,0.003068,-0.161068,0.121184,-0.016874,-0.001534,0.007670,3.533821,-7.524083,-0.795033,0.282200,0.073629,0.112405,-1.157913,0.026065,-0.821389,0.510968,-0.011713,0.088252,0.028241,0.036398,-0.080532,0.022121,-0.002287,-0.000009,-0.001367,0.009020,-0.000137,0.006671,-0.004683,0.000723,0.000023,-0.000424,-0.100396,0.035451,-0.034046,-0.035734,0.073900,0.161768,0.002850,0.073415,0.167681,0.041978,0.073239,0.155583,0.072279,0.057911,0.124659,-0.066169,-0.013470,0.018228,-0.014443,0.032727,0.099164,0.004931,0.031572,0.108840,0.027438,0.034743,0.095344,0.038493,0.014154,0.066617,0.161897,1.023820,0.088044,0.068454,2.039219,-0.421422,-0.009968,1.993467,-0.290110,-0.049298,2.126746,-0.183430,0.013396,2.834463,0.021024,1.040274,2.083434,2.014491,2.135211,2.834573
0.8968,open,0.0,0.656544,-1.454214,-0.174874,0.036816,0.018408,0.033748,-0.234699,0.003068,-0.181010,0.122718,-0.004602,-0.003068,0.007670,3.533112,-7.565566,-0.648016,0.584775,0.039561,0.048728,-1.040390,0.024635,-0.698105,0.257461,0.078411,0.057245,0.025318,0.033227,-0.064286,0.024323,-0.005970,-0.000009,-0.001283,0.010325,-0.000134,0.007407,-0.004638,0.000164,0.000092,-0.000423,-0.092726,0.036338,-0.042312,-0.035611,0.074715,0.161502,0.002873,0.073961,0.167522,0.041982,0.072971,0.155641,0.072290,0.057851,0.124671,-0.058499,-0.012583,0.009962,-0.014320,0.033543,0.098898,0.004953,0.032118,0.108681,0.027443,0.034475,0.095401,0.038504,0.014094,0.066628,0.177818,1.083153,0.088276,0.076839,2.017842,-0.476718,-0.011283,1.981338,-0.324171,-0.043630,2.134154,-0.162674,0.014745,2.835294,0.023300,1.101196,2.074813,2.007714,2.140789,2.835428
0.9301,open,0.0,0.768524,-1.688913,-0.184078,0.058291,0.018408,0.033748,-0.262311,0.003068,-0.194816,0.121184,0.033748,-0.003068,0.003068,3.488940,-7.422982,-0.476538,0.644745,0.028870,0.015573,-0.943943,0.024186,-0.556805,0.070885,0.604346,0.027447,-0.017638,0.030147,-0.049282,0.025461,-0.009240,-0.000009,-0.001268,0.011445,-0.000132,0.007893,-0.004499,-0.001679,0.000103,-0.000154,-0.084605,0.036569,-0.048985,-0.035494,0.075474,0.161235,0.002888,0.074338,0.167408,0.042011,0.071822,0.155917,0.072275,0.057968,0.124660,-0.050378,-0.012352,0.003289,-0.014203,0.034302,0.098631,0.004969,0.032495,0.108566,0.027472,0.033326,0.095677,0.038489,0.014211,0.066617,0.201004,1.166532,0.079266,0.084035,1.997973,-0.525048,-0.012206,1.972795,-0.347589,-0.023625,2.160200,-0.089146,0.007874,2.832087,0.011701,1.186374,2.067519,2.003220,2.162168,2.832122
0.9634,open,0.0,0.880505,-1.869923,-0.184078,0.069029,0.018408,0.033748,-0.286854,0.003068,-0.205553,0.121184,0.070563,-0.003068,-0.016874,3.424831,-6.725771,-0.237322,0.569884,0.025515,0.004887,-0.843040,0.024045,-0.433231,0.022244,1.003982,0.016860,-0.214877,0.027071,-0.037909,0.025297,-0.010796,-0.000009,-0.001263,0.012434,-0.000130,0.008266,-0.004474,-0.003400,0.000105,0.001019,-0.077587,0.036664,-0.053444,-0.035388,0.076145,0.160986,0.002900,0.074631,0.167316,0.042027,0.070786,0.156128,0.072207,0.058474,0.124609,-0.043360,-0.012257,-0.001170,-0.014097,0.034972,0.098382,0.004981,0.032788,0.108475,0.027487,0.032290,0.095888,0.038421,0.014716,0.066566,0.238422,1.247396,0.069421,0.090264,1.979830,-0.567593,-0.012931,1.966069,-0.365712,-0.004619,2.183364,-0.018914,-0.021677,2.817827,-0.038281,1.271873,2.061562,1.999835,2.183451,2.818170
0.9968,open,0.0,0.986350,-1.938952,-0.179476,0.064427,0.019942,0.003068,-0.306796,0.003068,-0.213223,0.121184,0.101243,0.007670,-0.042951,3.338170,-4.785445,-0.021397,0.260648,0.026860,-0.238364,-0.722239,0.024001,-0.308295,0.006981,1.031474,0.094292,-0.584930,0.024166,-0.034139,0.024527,-0.009873,-0.000010,-0.000030,0.013218,-0.000128,0.008518,-0.004467,-0.004703,-0.000326,0.002614,-0.074224,0.037689,-0.055073,-0.035545,0.075185,0.161342,0.002909,0.074839,0.167250,0.042039,0.069921,0.156283,0.072035,0.059552,0.124441,-0.039998,-0.011232,-0.002799,-0.014253,0.034013,0.098738,0.004989,0.032997,0.108408,0.027500,0.031424,0.096044,0.038248,0.015795,0.066399,0.282995,1.264335,0.075042,0.090567,1.988993,-0.569470,-0.013452,1.961221,-0.378609,0.011487,2.201900,0.040724,-0.068832,2.791527,-0.118464,1.297790,2.070891,1.997477,2.202307,2.794887
1.0301,open,0.0,1.086058,-1.889864,-0.170272,0.042951,0.024544,-0.033748,-0.323670,0.003068,-0.214757,0.102777,0.122718,0.029146,-0.062893,3.201734,-1.753426,0.133796,-0.189777,0.085576,-0.822874,-0.599301,0.023987,-0.183307,-0.132598,0.909236,0.400551,-0.653811,0.021435,-0.038314,0.023175,-0.006309,-0.000012,0.001565,0.013866,-0.000126,0.008528,-0.003733,-0.005557,-0.001239,0.003721,-0.074920,0.040179,-0.054276,-0.035769,0.073834,0.161820,0.002910,0.074881,0.167236,0.042098,0.068403,0.156671,0.071798,0.060889,0.124175,-0.040693,-0.008742,-0.002002,-0.014478,0.032662,0.099215,0.004991,0.033038,0.108395,0.027559,0.029907,0.096432,0.038011,0.017132,0.066132,0.323542,1.199511,0.099749,0.089133,2.005420,-0.559451,-0.013557,1.960247,-0.381184,0.029514,2.222118,0.107420,-0.115096,2.760993,-0.197697,1.246377,2.083900,1.997011,2.224908,2.770454
1.0634,open,0.0,1.181165,-1.727262,-0.138058,0.012272,0.027612,-0.059825,-0.335942,0.003068,-0.214757,0.056757,0.127320,0.039884,-0.079767,3.036303,1.654655,0.470782,-0.598304,0.115767,-0.921962,-0.486783,0.023983,-0.066687,-0.736015,0.589985,0.454302,-0.579986,0.018836,-0.049895,0.018557,-0.001396,-0.000014,0.002571,0.014332,-0.000124,0.008481,-0.001798,-0.005622,-0.001656,0.004584,-0.079262,0.044010,-0.051006,-0.035924,0.072880,0.162139,0.002910,0.074881,0.167236,0.042201,0.065984,0.157373,0.071645,0.061728,0.124000,-0.045035,-0.004910,0.001268,-0.014633,0.031708,0.099535,0.004991,0.033038,0.108395,0.027661,0.027487,0.097133,0.037859,0.017970,0.065957,0.354421,1.091799,0.114755,0.088180,2.016926,-0.552835,-0.013557,1.960247,-0.381184,0.048573,2.242305,0.178403,-0.147445,2.738741,-0.253279,1.153606,2.093178,1.997011,2.249915,2.754377
1.0968,open,0.0,1.273204,-1.486427,-0.105845,-0.010738,0.030680,-0.072097,-0.345146,0.003068,-0.214757,0.018408,0.111981,0.042951,-0.093573,2.797667,4.686847,0.810832,-0.734205,0.103990,-0.647499,-0.356349,0.023981,-0.018834,-1.082192,0.045883,0.291439,-0.466209,0.016330,-0.066366,0.013935,0.002162,-0.000015,0.002917,0.014668,-0.000123,0.008462,-0.000250,-0.004748,-0.001705,0.005259,-0.085407,0.049279,-0.045143,-0.035987,0.072525,0.162251,0.002910,0.074881,0.167236,0.042281,0.064499,0.157853,0.071566,0.062191,0.123902,-0.051180,0.000359,0.007131,-0.014696,0.031352,0.099647,0.004991,0.033038,0.108395,0.027742,0.026003,0.097613,0.037780,0.018434,0.065860,0.369324,0.952998,0.119364,0.088618,2.019990,-0.555803,-0.013557,1.960247,-0.381184,0.054193,2.248633,0.199111,-0.168971,2.724053,-0.290410,1.029006,2.096934,1.997011,2.258081,2.744695
1.1301,open,0.0,1.343767,-1.237922,-0.081301,-0.015340,0.030680,-0.070563,-0.351282,0.003068,-0.211689,-0.007670,0.079767,0.042951,-0.101243,2.528391,6.360095,0.834000,-0.469434,0.052722,-0.279294,-0.252532,0.023981,0.001044,-0.980228,-0.475712,0.123941,-0.356561,0.014419,-0.082870,0.010573,0.002654,-0.000015,0.002716,0.014887,-0.000123,0.008333,0.000665,-0.003167,-0.001639,0.005608,-0.091002,0.054384,-0.037985,-0.035949,0.072769,0.162165,0.002907,0.074798,0.167263,0.042332,0.064105,0.158102,0.071530,0.062382,0.123865,-0.056775,0.005463,0.014289,-0.014658,0.031597,0.099561,0.004987,0.032955,0.108422,0.027793,0.025609,0.097862,0.037744,0.018625,0.065823,0.367921,0.838951,0.111746,0.090456,2.014514,-0.568354,-0.013348,1.962193,-0.376033,0.046099,2.243189,0.168744,-0.179521,2.717025,-0.308554,0.922872,2.095108,1.997944,2.249999,2.740375
1.1634,open,0.0,1.405126,-1.000155,-0.061359,-0.012272,0.030680,-0.069029,-0.352816,0.003068,-0.177942,-0.023010,0.030680,0.042951,-0.107379,2.179283,7.060067,0.736067,-0.135606,0.033000,-0.055571,-0.140958,0.023981,0.340345,-0.733594,-0.994296,0.055349,-0.240732,0.012774,-0.098355,0.007918,0.001942,-0.000015,0.002572,0.014908,-0.000118,0.006868,0.001127,-0.000875,-0.001612,0.005873,-0.095391,0.058992,-0.030223,-0.035931,0.072888,0.162124,0.002870,0.073877,0.167547,0.042367,0.064731,0.158139,0.071501,0.062535,0.123835,-0.061164,0.010071,0.022051,-0.014640,0.031715,0.099520,0.004950,0.032034,0.108706,0.027828,0.026235,0.097899,0.037715,0.018777,0.065792,0.362280,0.752785,0.102714,0.091094,2.012237,-0.572732,-0.011079,1.983220,-0.318949,0.025151,2.226198,0.090444,-0.187925,2.711346,-0.323024,0.841714,2.094139,2.008734,2.228177,2.736979
1.1997,open,0.0,1.452680,-0.788466,-0.042951,-0.010738,0.032214,-0.064427,-0.352816,0.003068,-0.122718,-0.027612,-0.015340,0.042951,-0.108913,1.747122,6.724607,0.599435,0.021593,0.026528,0.049467,-0.059481,0.023981,1.089621,-0.404386,-1.290778,0.032840,-0.129447,0.011522,-0.111818,0.005494,0.001594,-0.000015,0.002361,0.014874,-0.000106,0.004394,0.001162,0.001193,-0.001602,0.005894,-0.098521,0.062582,-0.022674,-0.035901,0.073116,0.162047,0.002806,0.072360,0.167966,0.042380,0.065809,0.158009,0.071499,0.062573,0.123825,-0.064294,0.013661,0.029600,-0.014610,0.031944,0.099442,0.004886,0.030517,0.109125,0.027841,0.027313,0.097769,0.037713,0.018816,0.065782,0.358143,0.694952,0.096617,0.091811,2.008626,-0.577716,-0.007497,2.016093,-0.223799,0.002375,2.205383,0.005644,-0.189995,2.709916,-0.326666,0.787756,2.092071,2.028491,2.205391,2.736138
1.2330,open,0.0,1.478757,-0.704097,-0.030680,0.001534,0.032214,-0.038350,-0.352816,0.003068,-0.079767,-0.026078,-0.055223,0.042951,-0.108913,1.284004,5.056143,0.499499,0.115806,0.031995,0.333128,-0.003976,0.023981,1.318246,-0.121980,-1.271275,0.026761,-0.047606,0.010870,-0.116663,0.003876,-0.000319,-0.000015,0.001285,0.014855,-0.000102,0.002611,0.000993,0.002868,-0.001599,0.005850,-0.099471,0.064039,-0.019588,-0.035702,0.074406,0.161598,0.002755,0.071172,0.168252,0.042369,0.067019,0.157788,0.071499,0.062573,0.123825,-0.065244,0.015118,0.032686,-0.014411,0.033233,0.098994,0.004835,0.029329,0.109410,0.027830,0.028522,0.097548,0.037713,0.018816,0.065782,0.354608,0.685253,0.089698,0.095821,1.987943,-0.605613,-0.004823,2.040335,-0.148212,-0.019042,2.183498,-0.073471,-0.189995,2.709916,-0.326666,0.776765,2.080353,2.045717,2.184817,2.736138
1.2664,open,0.0,1.487961,-0.720971,-0.021476,0.019942,0.033748,-0.010738,-0.343612,0.003068,-0.039884,-0.026078,-0.087437,0.042951,-0.108913,0.792381,2.369800,0.398792,0.381246,0.041378,0.693886,0.059434,0.023981,1.320015,-0.017879,-1.147650,0.024853,-0.008827,0.010688,-0.114671,0.002674,-0.003282,-0.000016,0.000122,0.014446,-0.000102,0.001040,0.000954,0.004172,-0.001597,0.005829,-0.099186,0.063968,-0.020350,-0.035534,0.075514,0.161200,0.002706,0.070063,0.168485,0.042361,0.067930,0.157603,0.071504,0.062574,0.123823,-0.064959,0.015047,0.031924,-0.014243,0.034341,0.098595,0.004787,0.028220,0.109644,0.027822,0.029433,0.097364,0.037718,0.018817,0.065780,0.351158,0.707664,0.080906,0.097668,1.972570,-0.618747,-0.002428,2.061795,-0.076711,-0.035679,2.165450,-0.134733,-0.189970,2.709914,-0.326696,0.794132,2.069642,2.063223,2.169930,2.736138
1.2997,open,0.0,1.487961,-0.825282,-0.015340,0.036816,0.035282,0.012272,-0.294524,0.003068,-0.004602,-0.023010,-0.118117,0.036816,-0.098175,0.340700,-0.472824,0.306379,0.483204,0.059553,0.755357,0.647073,0.023981,1.191251,0.023648,-1.008889,-0.022340,0.065795,0.010754,-0.107019,0.001885,-0.005892,-0.000017,-0.000744,0.012129,-0.000104,-0.000297,0.000826,0.005404,-0.001352,0.005214,-0.097654,0.062649,-0.024398,-0.035575,0.075307,0.161294,0.002663,0.069078,0.168666,0.042341,0.068948,0.157360,0.071614,0.062071,0.123932,-0.063427,0.013729,0.027876,-0.014284,0.034135,0.098690,0.004743,0.027235,0.109825,0.027802,0.030452,0.097120,0.037827,0.018314,0.065890,0.351004,0.752266,0.070143,0.088847,1.990820,-0.558082,-0.000381,2.079923,-0.012351,-0.052395,2.145704,-0.195978,-0.170339,2.724475,-0.293005,0.833083,2.069472,2.079960,2.155272,2.745475
1.3331,open,0.0,1.487961,-0.994020,-0.013806,0.049087,0.035282,0.032214,-0.245437,0.003068,0.024544,0.007670,-0.145728,0.013806,-0.059825,0.123371,-2.993568,0.184930,0.459697,0.044576,0.681208,1.243625,0.023981,1.042283,0.334721,-0.923731,-0.291392,0.562824,0.010785,-0.095344,0.001747,-0.007717,-0.000017,-0.001442,0.009805,-0.000107,-0.001384,-0.000431,0.006534,-0.000392,0.002891,-0.094651,0.060396,-0.030594,-0.035631,0.074941,0.161420,0.002626,0.068263,0.168798,0.042242,0.071248,0.156652,0.071972,0.060221,0.124305,-0.060424,0.011475,0.021680,-0.014340,0.033769,0.098816,0.004706,0.026420,0.109956,0.027702,0.032751,0.096412,0.038186,0.016464,0.066263,0.358011,0.811889,0.057783,0.079334,2.011295,-0.494008,0.001258,2.094283,0.041636,-0.076428,2.109720,-0.283338,-0.097784,2.773975,-0.168856,0.889199,2.072594,2.094698,2.130033,2.780829
1.3664,open,0.0,1.487961,-1.214913,-0.012272,0.058291,0.035282,0.046019,-0.200951,0.003068,0.049087,0.042951,-0.168738,-0.012272,-0.021476,0.055170,-4.997537,0.091780,0.390592,0.030444,0.554587,1.383341,0.023981,0.908754,0.828504,-0.823327,-0.634477,1.002632,0.010794,-0.080499,0.001593,-0.009047,-0.000017,-0.001900,0.007871,-0.000109,-0.002297,-0.001929,0.007467,0.000709,0.000599,-0.089948,0.057015,-0.038104,-0.035711,0.074392,0.161587,0.002594,0.067575,0.168896,0.042115,0.073625,0.155828,0.072318,0.058237,0.124641,-0.055721,0.008094,0.014170,-0.014420,0.033220,0.098982,0.004674,0.025732,0.110054,0.027575,0.035128,0.095588,0.038532,0.014479,0.066598,0.375771,0.900189,0.039868,0.069765,2.032692,-0.430908,0.002602,2.105938,0.087699,-0.099110,2.070857,-0.365216,-0.019957,2.819839,-0.036767,0.976286,2.079035,2.107765,2.105150,2.820150
1.3997,open,0.0,1.487961,-1.463418,-0.012272,0.053689,0.035282,0.055223,-0.158000,0.003068,0.070563,0.075165,-0.191748,-0.035282,0.013806,0.032790,-6.285036,0.044718,0.168744,0.025806,0.405252,1.316136,0.023981,0.757930,0.963656,-0.703865,-0.669643,1.070647,0.010797,-0.064126,0.001620,-0.008189,-0.000017,-0.002182,0.006090,-0.000111,-0.003082,-0.003172,0.008386,0.001574,-0.001325,-0.083692,0.052699,-0.045575,-0.035817,0.073652,0.161796,0.002566,0.066973,0.168972,0.041977,0.075828,0.154994,0.072595,0.056438,0.124883,-0.049465,0.003778,0.006699,-0.014526,0.032480,0.099191,0.004646,0.025130,0.110130,0.027438,0.037331,0.094754,0.038809,0.012680,0.066840,0.410593,1.014154,0.024788,0.059515,2.055734,-0.364740,0.003750,2.115804,0.128468,-0.120290,2.031387,-0.441158,0.053244,2.856057,0.086509,1.094399,2.088688,2.119703,2.082216,2.857863
1.4331,open,0.0,1.487961,-1.670505,-0.012272,0.041417,0.035282,0.059825,-0.121184,0.003068,0.085903,0.096641,-0.207087,-0.046019,0.044485,0.026745,-6.498792,0.030488,-0.118115,0.024554,0.284541,1.220411,0.023981,0.629737,0.834974,-0.592261,-0.512334,0.987397,0.010798,-0.050774,0.001629,-0.006131,-0.000017,-0.002306,0.004580,-0.000113,-0.003634,-0.003913,0.008982,0.001909,-0.002918,-0.077805,0.048733,-0.050915,-0.035929,0.072849,0.162009,0.002546,0.066542,0.169021,0.041876,0.077282,0.154403,0.072750,0.055233,0.124993,-0.043578,-0.000188,0.001359,-0.014638,0.031677,0.099405,0.004626,0.024699,0.110179,0.027337,0.038786,0.094163,0.038964,0.011476,0.066951,0.451199,1.129629,0.016171,0.049838,2.077064,-0.303540,0.004554,2.122657,0.157861,-0.134120,2.003712,-0.490465,0.110230,2.879300,0.181868,1.216513,2.099717,2.128524,2.067222,2.887143
1.4664,open,0.0,1.494097,-1.811631,-0.010738,0.019942,0.039884,0.061359,-0.087437,0.003068,0.098175,0.108913,-0.220893,-0.050621,0.067495,0.075152,-5.712793,0.026023,-0.389417,0.057547,0.156813,1.125372,0.023981,0.492023,0.626861,-0.484408,-0.303152,0.865376,0.010622,-0.041990,0.001426,-0.002702,-0.000019,-0.002313,0.003199,-0.000115,-0.004062,-0.004283,0.009514,0.001997,-0.004081,-0.073418,0.045928,-0.054041,-0.036064,0.071977,0.162227,0.002530,0.066197,0.169056,0.041820,0.078244,0.153995,0.072850,0.054466,0.125031,-0.039191,-0.002993,-0.001767,-0.014773,0.030805,0.099623,0.004610,0.024355,0.110215,0.027281,0.039748,0.093755,0.039063,0.010709,0.066989,0.489369,1.218219,0.022096,0.040107,2.097634,-0.243569,0.005187,2.128023,0.181542,-0.144259,1.983364,-0.526575,0.150816,2.893589,0.248939,1.313022,2.112108,2.135759,2.057140,2.908191
1.4998,open,0.0,1.503301,-1.854583,-0.007670,0.006136,0.046019,0.061359,-0.058291,0.003068,0.101243,0.111981,-0.230097,-0.050621,0.084369,0.224884,-3.747093,0.059144,-0.502334,0.144921,0.066501,1.015802,0.023981,0.331727,0.373595,-0.376569,-0.120212,0.728311,0.010347,-0.039902,0.000993,-0.000544,-0.000022,-0.002279,0.002018,-0.000118,-0.004118,-0.004294,0.009851,0.001925,-0.004907,-0.071964,0.045109,-0.054907,-0.036194,0.071155,0.162418,0.002526,0.066111,0.169065,0.041810,0.078638,0.153825,0.072907,0.054038,0.125029,-0.037737,-0.003812,-0.002633,-0.014903,0.029982,0.099814,0.004606,0.024268,0.110224,0.027271,0.040141,0.093585,0.039120,0.010280,0.066986,0.506597,1.246399,0.030303,0.031137,2.115553,-0.189514,0.005344,2.129349,0.187486,-0.149448,1.973510,-0.545066,0.177949,2.902088,0.293234,1.345759,2.124253,2.137593,2.052845,2.922288
1.5331,open,0.0,1.504835,-1.785554,-0.004602,0.006136,0.046019,0.061359,-0.033748,0.003068,0.099709,0.111981,-0.236233,-0.049087,0.093573,0.172128,-0.948550,0.112730,-0.273120,0.118084,0.037324,0.900444,0.023981,0.124209,0.144311,-0.276861,-0.025961,0.531950,0.010312,-0.045278,0.000548,-0.000716,-0.000022,-0.002269,0.001034,-0.000121,-0.003975,-0.004201,0.010063,0.001830,-0.005292,-0.074122,0.046489,-0.053490,-0.036285,0.070458,0.162568,0.002528,0.066154,0.169061,0.041798,0.078802,0.153758,0.072916,0.053863,0.125022,-0.039895,-0.002432,-0.001216,-0.014994,0.029285,0.099964,0.004608,0.024312,0.110219,0.027259,0.040306,0.093518,0.039129,0.010106,0.066980,0.491745,1.199405,0.034450,0.023452,2.130146,-0.143411,0.005265,2.128687,0.184513,-0.152323,1.968485,-0.555229,0.191256,2.906011,0.315262,1.296755,2.135097,2.136675,2.050955,2.929312
1.5665,open,0.0,1.504835,-1.630622,-0.003068,0.007670,0.046019,0.061359,-0.010738,0.003068,0.092039,0.111981,-0.239301,-0.049087,0.087437,0.072236,1.999648,0.099585,-0.059343,0.048304,0.028168,0.788570,0.023981,-0.045554,0.061742,-0.176563,0.008309,0.211522,0.010327,-0.056213,0.000359,-0.001108,-0.000022,-0.002267,0.000114,-0.000124,-0.003605,-0.004167,0.010147,0.001814,-0.004790,-0.078786,0.049554,-0.049930,-0.036369,0.069803,0.162698,0.002538,0.066370,0.169039,0.041792,0.078884,0.153724,0.072904,0.054020,0.125021,-0.044559,0.000633,0.002344,-0.015078,0.028630,0.100094,0.004618,0.024527,0.110198,0.027253,0.040388,0.093484,0.039117,0.010263,0.066979,0.459241,1.098166,0.045129,0.016079,2.143407,-0.099728,0.004871,2.125353,0.169683,-0.153758,1.965963,-0.560299,0.181410,2.903051,0.298966,1.191179,2.145786,2.132122,2.050021,2.924037
