time_s,phase,k_tip_Npm,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_dot_0,q_dot_1,q_dot_2,q_dot_3,q_dot_4,q_dot_5,q_dot_6,q_dot_7,q_dot_8,q_dot_9,q_dot_10,q_dot_11,q_dot_12,tau_0,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7,tau_8,tau_9,tau_10,tau_11,tau_12,tip_thumb_x_m,tip_thumb_y_m,tip_thumb_z_m,tip_index_x_m,tip_index_y_m,tip_index_z_m,tip_middle_x_m,tip_middle_y_m,tip_middle_z_m,tip_ring_x_m,tip_ring_y_m,tip_ring_z_m,tip_pinky_x_m,tip_pinky_y_m,tip_pinky_z_m,disp_thumb_x_m,disp_thumb_y_m,disp_thumb_z_m,disp_index_x_m,disp_index_y_m,disp_index_z_m,disp_middle_x_m,disp_middle_y_m,disp_middle_z_m,disp_ring_x_m,disp_ring_y_m,disp_ring_z_m,disp_pinky_x_m,disp_pinky_y_m,disp_pinky_z_m,force_thumb_x_N,force_thumb_y_N,force_thumb_z_N,force_index_x_N,force_index_y_N,force_index_z_N,force_middle_x_N,force_middle_y_N,force_middle_z_N,force_ring_x_N,force_ring_y_N,force_ring_z_N,force_pinky_x_N,force_pinky_y_N,force_pinky_z_N,force_thumb_mag_N,force_index_mag_N,force_middle_mag_N,force_ring_mag_N,force_pinky_mag_N
1.8029,open,0.0,0.687223,-1.106000,-0.070563,0.030680,0.369689,0.001534,-0.101243,0.055223,-0.023010,0.093573,-0.190214,0.108913,-0.095107,0.115480,-0.435156,0.625272,0.666234,0.460649,0.027543,-1.067703,0.025529,-0.026324,0.709546,0.007221,0.080487,-0.677309,0.019777,-0.034404,0.005364,-0.009610,-0.000039,-0.000204,0.010894,-0.003158,0.001463,-0.007831,0.011988,-0.006345,0.011255,-0.101720,0.038540,-0.031957,-0.037488,0.069484,0.162900,0.002797,0.072354,0.167674,0.042952,0.076651,0.154400,0.072136,0.064878,0.122673,-0.035161,-0.023224,0.008269,-0.021604,0.001341,0.115581,0.003841,0.001268,0.122982,0.032062,0.009948,0.111031,0.044933,0.005228,0.073228,0.017862,0.109154,0.004020,0.001718,0.132878,-0.012486,-0.000219,0.126632,-0.006832,-0.007521,0.124294,-0.028220,-0.013638,0.167064,-0.024333,0.110678,0.133474,0.126817,0.127679,0.169377
1.8363,open,0.0,0.701029,-1.116738,-0.056757,0.047553,0.357418,0.024544,-0.130388,0.053689,-0.023010,0.101243,-0.156466,0.110447,-0.108913,0.318785,-0.375332,0.553185,0.598125,0.075173,0.254155,-0.973778,0.022068,-0.008261,0.498907,0.307705,0.027892,-0.554543,0.019114,-0.033909,0.003972,-0.011633,-0.000020,-0.002323,0.012341,-0.003059,0.001392,-0.007467,0.008587,-0.006234,0.011705,-0.101417,0.038543,-0.032491,-0.037171,0.071457,0.162362,0.002794,0.072273,0.167702,0.042938,0.076103,0.154579,0.072007,0.065271,0.122596,-0.034858,-0.023222,0.007735,-0.021286,0.003314,0.115043,0.003838,0.001187,0.123010,0.032047,0.009400,0.111210,0.044804,0.005621,0.073151,0.016687,0.111150,0.002018,0.002613,0.130383,-0.017525,-0.000215,0.126708,-0.006717,-0.006642,0.125582,-0.025188,-0.014889,0.165945,-0.026383,0.112414,0.131581,0.126886,0.128255,0.168688
1.8696,open,0.0,0.705631,-1.124408,-0.044485,0.056757,0.345146,0.049087,-0.154932,0.050621,-0.006136,0.101243,-0.102777,0.108913,-0.122718,0.300691,-0.312694,0.468180,0.486489,-0.246596,0.589182,-0.867347,-0.029569,0.119499,0.244835,1.126456,0.022208,-0.438192,0.019011,-0.033619,0.002877,-0.012177,-0.000005,-0.004930,0.013447,-0.002695,-0.000110,-0.006509,0.001742,-0.006126,0.012189,-0.101241,0.038329,-0.032860,-0.036851,0.073362,0.161780,0.002767,0.071643,0.167855,0.042969,0.074628,0.155065,0.071905,0.065546,0.122550,-0.034682,-0.023435,0.007366,-0.020967,0.005219,0.114461,0.003811,0.000557,0.123163,0.032079,0.007925,0.111697,0.044702,0.005897,0.073105,0.015722,0.112991,0.000521,0.003387,0.127874,-0.021995,-0.000146,0.127527,-0.004613,-0.004989,0.128306,-0.019463,-0.015983,0.165037,-0.028181,0.114081,0.129796,0.127611,0.129869,0.168186
1.9029,open,0.0,0.705631,-1.130544,-0.036816,0.050621,0.337476,0.069029,-0.176408,0.036816,0.033748,0.101243,-0.056757,0.096641,-0.128854,0.138025,-0.239524,0.368628,0.215276,-0.270647,0.652502,-0.756808,-0.175246,0.684783,0.093287,1.422106,-0.102473,-0.320417,0.019237,-0.033462,0.002509,-0.009219,-0.000003,-0.006270,0.014338,-0.001377,-0.004697,-0.005940,-0.002412,-0.004982,0.012049,-0.101096,0.038066,-0.033101,-0.036587,0.074941,0.161255,0.002687,0.069801,0.168296,0.042992,0.073352,0.155437,0.071962,0.065229,0.122663,-0.034537,-0.023699,0.007125,-0.020702,0.006798,0.113937,0.003732,-0.001285,0.123603,0.032102,0.006649,0.112069,0.044760,0.005579,0.073218,0.015739,0.114050,0.000391,0.004008,0.125676,-0.025685,0.000030,0.129696,0.000979,-0.003542,0.130556,-0.014411,-0.015933,0.165485,-0.028085,0.115132,0.128337,0.129700,0.131397,0.168606
1.9363,open,0.0,0.705631,-1.135146,-0.029146,0.035282,0.335942,0.085903,-0.194816,0.036816,0.065961,0.101243,-0.013806,0.067495,-0.133456,0.059769,-0.171471,0.274784,-0.154996,-0.181253,0.586104,-0.641244,-0.182584,0.985422,0.045730,1.398810,-0.461527,-0.200572,0.019345,-0.033387,0.002103,-0.004135,-0.000007,-0.006956,0.015011,-0.001346,-0.007785,-0.005763,-0.005026,-0.002031,0.011773,-0.100968,0.037792,-0.033271,-0.036374,0.076276,0.160779,0.002646,0.068900,0.168435,0.043020,0.072153,0.155743,0.072205,0.064233,0.122957,-0.034409,-0.023973,0.006955,-0.020489,0.008133,0.113461,0.003691,-0.002186,0.123742,0.032130,0.005450,0.112375,0.045002,0.004583,0.073513,0.016336,0.114858,0.000952,0.004512,0.123743,-0.028752,0.000141,0.130873,0.004724,-0.002159,0.132585,-0.009568,-0.014960,0.167279,-0.026464,0.116018,0.127119,0.130959,0.132948,0.170019
1.9696,open,0.0,0.705631,-1.136680,-0.027612,0.010738,0.339010,0.096641,-0.210155,0.036816,0.096641,0.101243,0.029146,0.038350,-0.133456,0.034088,-0.105209,0.178709,-0.481769,-0.026634,0.453550,-0.521703,-0.034521,0.966783,0.030123,1.298995,-0.761033,-0.092356,0.019380,-0.033503,0.002550,0.002005,-0.000015,-0.007056,0.015473,-0.001898,-0.009521,-0.005707,-0.007317,0.000698,0.011191,-0.100884,0.037668,-0.033285,-0.036233,0.077221,0.160425,0.002607,0.068041,0.168548,0.043053,0.070947,0.156011,0.072478,0.063119,0.123256,-0.034325,-0.024097,0.006941,-0.020348,0.009079,0.113107,0.003651,-0.003045,0.123856,0.032162,0.004244,0.112643,0.045275,0.003469,0.073811,0.017800,0.114606,0.002647,0.004881,0.122298,-0.031044,0.000243,0.131961,0.008359,-0.000743,0.134544,-0.004595,-0.013563,0.169370,-0.024150,0.116010,0.126271,0.132226,0.134625,0.171620
2.0029,open,0.0,0.707165,-1.136680,-0.027612,-0.004602,0.339010,0.102777,-0.220893,0.036816,0.111981,0.101243,0.061359,0.018408,-0.133456,0.032061,-0.040722,0.096659,-0.535616,0.042441,0.325572,-0.420565,0.003582,0.803680,0.026123,1.207110,-0.721691,-0.032203,0.019340,-0.033711,0.003111,0.004713,-0.000018,-0.006918,0.015723,-0.002042,-0.009782,-0.005693,-0.008963,0.001659,0.010869,-0.100842,0.037665,-0.033262,-0.036138,0.077812,0.160198,0.002587,0.067611,0.168598,0.043063,0.070039,0.156190,0.072652,0.062352,0.123453,-0.034283,-0.024099,0.006964,-0.020253,0.009669,0.112879,0.003631,-0.003475,0.123906,0.032173,0.003336,0.112822,0.045449,0.002702,0.074008,0.018818,0.114239,0.003785,0.005120,0.121357,-0.032539,0.000294,0.132492,0.010202,0.000336,0.135966,-0.000777,-0.012588,0.170776,-0.022534,0.115840,0.125748,0.132885,0.135969,0.172716
2.0394,open,0.0,0.719437,-1.136680,-0.027612,-0.006136,0.346680,0.104311,-0.228563,0.024544,0.110447,0.095107,0.092039,0.004602,-0.131922,0.167460,-0.011501,0.040996,-0.297712,0.102817,0.177766,-0.305911,-0.096337,0.384473,-0.055759,1.045112,-0.561419,-0.006697,0.018813,-0.033805,0.003492,0.003157,-0.000021,-0.006451,0.015721,-0.000996,-0.008040,-0.005051,-0.010218,0.001829,0.010611,-0.100739,0.038003,-0.033304,-0.036116,0.078098,0.160084,0.002561,0.067000,0.168778,0.043106,0.068868,0.156435,0.072803,0.061783,0.123580,-0.034180,-0.023761,0.006922,-0.020231,0.009955,0.112766,0.003606,-0.004086,0.124086,0.032215,0.002165,0.113067,0.045601,0.002134,0.074135,0.019358,0.113788,0.003996,0.005259,0.120860,-0.033429,0.000316,0.132929,0.011050,0.001534,0.137560,0.003433,-0.011759,0.171838,-0.021184,0.115492,0.125508,0.133387,0.137612,0.173538
2.0726,open,0.0,0.730175,-1.113670,-0.027612,-0.004602,0.349748,0.104311,-0.233165,0.013806,0.092039,0.065961,0.105845,-0.003068,-0.104311,0.312669,0.175353,0.018213,-0.068357,0.155184,0.066382,-0.190641,-0.319912,-0.102305,-0.363614,0.757049,-0.371181,0.232997,0.018315,-0.035884,0.003650,0.001204,-0.000024,-0.006034,0.015524,0.000425,-0.005036,-0.002292,-0.009879,0.001551,0.007115,-0.101196,0.038560,-0.032563,-0.036106,0.078224,0.160035,0.002562,0.066944,0.168882,0.043176,0.067029,0.156939,0.073004,0.060799,0.123774,-0.034637,-0.023204,0.007663,-0.020221,0.010081,0.112716,0.003606,-0.004142,0.124189,0.032286,0.000326,0.113571,0.045801,0.001149,0.074329,0.019716,0.112440,0.004078,0.005334,0.120619,-0.033904,0.000281,0.132739,0.009727,0.002699,0.139399,0.007562,-0.008889,0.174139,-0.016450,0.114228,0.125407,0.133095,0.139630,0.175140
2.1059,open,0.0,0.730175,-1.075321,-0.023010,-0.004602,0.349748,0.102777,-0.233165,0.013806,0.064427,0.044485,0.098175,-0.004602,-0.064427,0.194600,0.755214,0.032827,0.001639,0.079609,0.024241,-0.091855,-0.145759,-0.486060,-0.620859,0.295904,-0.183012,0.844598,0.018479,-0.040213,0.002923,0.000679,-0.000020,-0.005791,0.015107,-0.000230,-0.001889,-0.000150,-0.007454,0.000944,0.000644,-0.102086,0.038870,-0.031268,-0.036118,0.078149,0.160065,0.002598,0.067718,0.168789,0.043219,0.066175,0.157225,0.073183,0.059738,0.123946,-0.035527,-0.022895,0.008958,-0.020233,0.010007,0.112746,0.003642,-0.003368,0.124096,0.032328,-0.000528,0.113856,0.045980,0.000088,0.074501,0.019637,0.111362,0.003962,0.005319,0.120717,-0.033812,0.000189,0.131799,0.006422,0.002938,0.140012,0.008410,-0.005138,0.176690,-0.010282,0.113149,0.125476,0.131956,0.140295,0.177063
2.1393,open,0.0,0.731709,-1.049243,0.003068,0.013806,0.348214,0.101243,-0.233165,0.013806,0.035282,0.030680,0.075165,-0.004602,-0.029146,0.076201,0.931269,0.330202,0.125403,0.019106,0.001944,-0.028825,-0.045741,-0.768492,-0.551129,-0.219698,-0.061065,1.043627,0.018603,-0.042452,-0.002672,-0.003015,-0.000017,-0.005622,0.014840,-0.000607,0.000947,0.000348,-0.003827,0.000493,-0.003250,-0.102741,0.038640,-0.030539,-0.036125,0.078075,0.160096,0.002635,0.068535,0.168674,0.043244,0.066139,0.157338,0.073310,0.058847,0.124065,-0.036182,-0.023124,0.009687,-0.020241,0.009932,0.112777,0.003680,-0.002551,0.123982,0.032354,-0.000564,0.113970,0.046108,-0.000803,0.074620,0.017427,0.113806,0.001163,0.005305,0.120816,-0.033719,0.000090,0.130777,0.002992,0.002451,0.139725,0.006677,-0.001808,0.178751,-0.004827,0.115138,0.125545,0.130812,0.139906,0.178825
2.1726,open,0.0,0.730175,-1.032369,0.027612,0.044485,0.349748,0.075165,-0.233165,0.013806,0.012272,0.024544,0.039884,-0.004602,0.003068,0.034981,0.760507,0.648191,0.591102,0.004449,-0.247234,-0.009046,-0.014354,-0.791709,-0.373047,-0.661557,-0.019163,1.044790,0.018704,-0.042982,-0.008199,-0.011119,-0.000017,-0.003247,0.014753,-0.000724,0.002398,0.000018,0.000266,0.000337,-0.005840,-0.103230,0.038289,-0.030124,-0.036338,0.076808,0.160601,0.002665,0.069178,0.168572,0.043264,0.066834,0.157282,0.073425,0.058031,0.124149,-0.036671,-0.023475,0.010102,-0.020453,0.008665,0.113282,0.003709,-0.001908,0.123880,0.032373,0.000131,0.113913,0.046222,-0.001618,0.074704,0.014186,0.116872,-0.002577,0.005051,0.122479,-0.032131,0.000010,0.129949,0.000324,0.001367,0.138637,0.002798,0.001311,0.180543,0.000242,0.117758,0.126724,0.129949,0.138672,0.180548
2.2059,open,0.0,0.731709,-1.029301,0.049087,0.070563,0.365087,0.038350,-0.208621,0.015340,-0.007670,0.026078,0.004602,-0.003068,0.029146,0.025354,0.454636,0.688404,0.795633,0.164826,-0.757900,0.170077,-0.002106,-0.691373,-0.167068,-0.974653,0.008732,0.941545,0.018675,-0.042192,-0.011409,-0.016572,-0.000025,0.000699,0.012440,-0.000854,0.003180,-0.000838,0.003817,0.000147,-0.007378,-0.103371,0.037930,-0.030178,-0.036777,0.074332,0.161498,0.002693,0.069817,0.168451,0.043305,0.067910,0.157080,0.073547,0.057434,0.124169,-0.036812,-0.023834,0.010048,-0.020892,0.006189,0.114179,0.003737,-0.001269,0.123758,0.032414,0.001207,0.113712,0.046344,-0.002215,0.074725,0.011334,0.119929,-0.006038,0.004238,0.125979,-0.027170,-0.000065,0.129144,-0.002080,0.000143,0.137157,-0.001631,0.003832,0.181850,0.004238,0.120615,0.128945,0.129161,0.137167,0.181939
2.2393,open,0.0,0.750117,-1.029301,0.062893,0.076699,0.365087,0.012272,-0.153398,0.029146,-0.021476,0.024544,-0.026078,0.021476,0.052155,0.186094,0.169743,0.606493,0.634177,0.305207,-0.841627,0.968246,0.180945,-0.553327,-0.043589,-1.005170,0.210612,0.823411,0.017944,-0.041274,-0.012735,-0.016281,-0.000032,0.002469,0.005587,-0.002299,0.003454,-0.001214,0.005884,-0.001964,-0.008589,-0.103254,0.038146,-0.030324,-0.037196,0.071496,0.162384,0.002740,0.070934,0.168144,0.043300,0.068701,0.156938,0.073439,0.057810,0.124036,-0.036695,-0.023619,0.009902,-0.021312,0.003353,0.115065,0.003784,-0.000152,0.123452,0.032410,0.001998,0.113570,0.046236,-0.001839,0.074591,0.010892,0.121189,-0.007387,0.002905,0.130060,-0.019263,-0.000149,0.127966,-0.004700,-0.000863,0.135962,-0.005178,0.004677,0.181783,0.005608,0.121901,0.131511,0.128053,0.136064,0.181929
2.2726,open,0.0,0.770058,-1.029301,0.058291,0.052155,0.352816,-0.001534,-0.099709,0.029146,-0.032214,0.024544,-0.053689,0.055223,0.069029,0.522581,0.069723,0.312697,0.022339,-0.062758,-0.667115,1.454635,0.202847,-0.414577,-0.013679,-0.920332,0.758233,0.675096,0.016924,-0.040952,-0.010097,-0.008001,-0.000014,0.002592,0.000150,-0.002379,0.003541,-0.001324,0.007270,-0.005870,-0.009143,-0.103032,0.038759,-0.030329,-0.037463,0.069281,0.162962,0.002753,0.071232,0.168083,0.043250,0.069481,0.156783,0.073199,0.058693,0.123833,-0.036473,-0.023006,0.009898,-0.021578,0.001138,0.115643,0.003797,0.000147,0.123391,0.032360,0.002778,0.113415,0.045997,-0.000956,0.074388,0.013638,0.119398,-0.004967,0.001661,0.133104,-0.012067,-0.000188,0.127551,-0.005900,-0.001804,0.134787,-0.008422,0.004334,0.180944,0.005136,0.120277,0.133660,0.127687,0.135062,0.181069
2.3065,open,0.0,0.780796,-1.029301,0.036816,0.009204,0.345146,-0.006136,-0.052155,0.029146,-0.036816,0.019942,-0.073631,0.084369,0.073631,0.492246,0.038335,-0.167439,-0.682502,-0.241503,-0.412594,1.536027,0.068655,-0.278481,-0.005437,-0.788155,0.904239,0.483469,0.016668,-0.040853,-0.003881,0.003742,-0.000005,0.001901,-0.003191,-0.001876,0.003274,-0.001097,0.007971,-0.008031,-0.008485,-0.102818,0.039449,-0.030183,-0.037643,0.067689,0.163296,0.002759,0.071360,0.168057,0.043227,0.069814,0.156737,0.072965,0.059705,0.123620,-0.036259,-0.022315,0.010043,-0.021759,-0.000454,0.115977,0.003803,0.000274,0.123364,0.032336,0.003111,0.113369,0.045762,0.000056,0.074175,0.018000,0.115353,-0.000186,0.000598,0.135231,-0.006070,-0.000205,0.127372,-0.006412,-0.002374,0.134161,-0.010390,0.003066,0.179663,0.003134,0.116750,0.135369,0.127533,0.134583,0.179716
2.3393,open,0.0,0.780796,-1.029301,0.003068,-0.032214,0.339010,-0.006136,-0.006136,0.027612,-0.038350,-0.009204,-0.092039,0.104311,0.070563,0.255499,0.028485,-0.614772,-1.113281,-0.211199,-0.152247,1.474661,0.026809,-0.150557,-0.332233,-0.654469,0.798842,0.170003,0.016994,-0.040823,0.003785,0.013197,-0.000006,0.000930,-0.005834,-0.001633,0.002859,0.001738,0.008565,-0.008748,-0.006562,-0.102672,0.040113,-0.029937,-0.037783,0.066367,0.163512,0.002757,0.071322,0.168074,0.043266,0.068880,0.157096,0.072776,0.060551,0.123452,-0.036113,-0.021651,0.010289,-0.021898,-0.001776,0.116193,0.003801,0.000236,0.123382,0.032376,0.002178,0.113727,0.045574,0.000902,0.074007,0.022169,0.110222,0.004842,-0.000416,0.136956,-0.000475,-0.000207,0.127387,-0.006467,-0.002364,0.134897,-0.010338,0.001605,0.178395,0.000803,0.112533,0.136957,0.127551,0.135313,0.178404
2.3726,open,0.0,0.780796,-1.041573,-0.029146,-0.059825,0.337476,-0.006136,0.039884,0.027612,-0.038350,-0.044485,-0.108913,0.119651,0.055223,0.090121,-0.075526,-0.858887,-0.997674,-0.124677,-0.042999,1.371028,0.018997,-0.042309,-0.818811,-0.557827,0.609289,-0.153716,0.017222,-0.039701,0.009852,0.016476,-0.000010,0.000521,-0.008300,-0.001603,0.002432,0.005508,0.009215,-0.008898,-0.003600,-0.102280,0.040638,-0.030146,-0.037929,0.065041,0.163682,0.002757,0.071322,0.168074,0.043329,0.067590,0.157540,0.072592,0.061528,0.123272,-0.035721,-0.021127,0.010080,-0.022044,-0.003101,0.116363,0.003801,0.000236,0.123382,0.032439,0.000887,0.114172,0.045389,0.001879,0.073828,0.025108,0.106158,0.008479,-0.001482,0.138581,0.005252,-0.000207,0.127387,-0.006467,-0.002163,0.136033,-0.009639,-0.000732,0.176579,-0.002988,0.109416,0.138689,0.127551,0.136391,0.176606
2.4060,open,0.0,0.780796,-1.078388,-0.058291,-0.067495,0.339010,-0.006136,0.076699,0.027612,-0.036816,-0.062893,-0.121184,0.124252,0.030680,0.044736,-0.535338,-0.866777,-0.644681,-0.012760,-0.013494,1.262030,0.006890,-0.000922,-0.757899,-0.454350,0.408320,-0.450693,0.017285,-0.035858,0.013886,0.014977,-0.000015,0.000410,-0.010164,-0.001557,0.002178,0.006303,0.009554,-0.008410,-0.000044,-0.101380,0.040879,-0.031246,-0.038049,0.063979,0.163786,0.002755,0.071279,0.168083,0.043365,0.067012,0.157741,0.072465,0.062323,0.123144,-0.034821,-0.020886,0.008980,-0.022165,-0.004163,0.116468,0.003800,0.000193,0.123391,0.032475,0.000309,0.114372,0.045262,0.002673,0.073700,0.026465,0.104014,0.010550,-0.002374,0.139809,0.009932,-0.000201,0.127447,-0.006297,-0.002171,0.136489,-0.009681,-0.003281,0.174730,-0.007160,0.107846,0.140181,0.127603,0.136849,0.174907
2.4393,open,0.0,0.780796,-1.113670,-0.081301,-0.065961,0.340544,0.004602,0.107379,0.007670,-0.018408,-0.067495,-0.130388,0.127320,0.007670,0.030494,-0.922551,-0.794625,-0.243098,0.018773,0.079177,1.129044,-0.189190,0.140761,-0.484307,-0.358018,0.218494,-0.641816,0.017304,-0.032347,0.016534,0.011731,-0.000017,-0.000533,-0.011538,0.000282,0.000529,0.005541,0.009733,-0.007878,0.002823,-0.100521,0.041019,-0.032320,-0.038076,0.063639,0.163735,0.002690,0.069709,0.168523,0.043374,0.067040,0.157752,0.072350,0.063017,0.123024,-0.033962,-0.020746,0.007906,-0.022191,-0.004503,0.116417,0.003734,-0.001377,0.123830,0.032484,0.000337,0.114383,0.045147,0.003368,0.073579,0.026990,0.102809,0.011715,-0.002959,0.140368,0.012959,-0.000085,0.129105,-0.002706,-0.002378,0.136356,-0.010416,-0.005554,0.173015,-0.010891,0.106936,0.140996,0.129134,0.136774,0.173446
2.4726,open,0.0,0.786932,-1.148952,-0.101243,-0.064427,0.360485,0.039884,0.121184,-0.001534,0.023010,-0.065961,-0.136524,0.127320,-0.010738,0.052463,-1.003723,-0.702265,-0.023892,0.221340,0.520621,0.855620,-0.420382,0.746233,-0.173285,-0.253056,0.087622,-0.622450,0.017105,-0.029822,0.018627,0.009855,-0.000028,-0.004137,-0.011250,0.001664,-0.004309,0.004299,0.009683,-0.007392,0.004195,-0.099592,0.041252,-0.033413,-0.037943,0.065035,0.163352,0.002617,0.068060,0.168863,0.043430,0.067289,0.157676,0.072339,0.063484,0.122914,-0.033033,-0.020513,0.006813,-0.022059,-0.003108,0.116033,0.003662,-0.003026,0.124170,0.032539,0.000586,0.114308,0.045136,0.003835,0.073469,0.027554,0.101786,0.012775,-0.002742,0.139437,0.011651,0.000084,0.131018,0.002793,-0.002593,0.136026,-0.011258,-0.007187,0.171764,-0.013651,0.106221,0.139950,0.131048,0.136516,0.172456
2.5059,closed,15.0,0.800738,-1.179631,-0.118117,-0.061359,0.366621,0.069029,0.118117,-0.001534,0.055223,-0.065961,-0.138058,0.127320,-0.026078,0.219695,-0.973680,-0.591021,0.046957,0.426686,0.824836,0.362320,-0.166160,1.034452,-0.026024,-0.156753,0.043952,-0.530152,0.016492,-0.027951,0.020173,0.008862,-0.000038,-0.006894,-0.008972,0.000721,-0.007344,0.003752,0.009376,-0.007229,0.004930,-0.098688,0.041674,-0.034379,-0.037754,0.066596,0.162981,0.002576,0.067157,0.168987,0.043448,0.067332,0.157662,0.072291,0.063869,0.122835,-0.032129,-0.020090,0.005847,-0.021869,-0.001547,0.115662,0.003620,-0.003929,0.124295,0.032558,0.000629,0.114294,0.045089,0.004219,0.073390,0.107286,0.383970,0.051913,-0.007712,0.485926,0.030773,0.000791,0.538517,0.026866,-0.009575,0.493627,-0.041530,-0.021349,0.426377,-0.039739,0.402042,0.486961,0.539188,0.495464,0.428757
2.5402,closed,15.0,0.808408,-1.205709,-0.138058,-0.052155,0.355884,0.095107,0.093573,-0.001534,0.085903,-0.059825,-0.138058,0.127320,-0.035282,0.311590,-0.896363,-0.502434,0.235919,0.053979,0.834035,-0.144481,-0.035687,1.009533,0.037798,-0.059770,0.030248,-0.414608,0.028970,-0.048929,-0.158453,-0.175044,-0.001001,0.030187,-0.021783,0.038204,-0.025735,0.033877,-0.024490,0.022158,-0.020634,-0.097936,0.042064,-0.035146,-0.037458,0.068606,0.162551,0.002536,0.066296,0.169087,0.043402,0.067641,0.157577,0.072212,0.064094,0.122809,-0.031377,-0.019701,0.005080,-0.021574,0.000463,0.115233,0.003580,-0.004790,0.124395,0.032512,0.000938,0.114209,0.045009,0.004444,0.073364,0.107613,0.378511,0.053874,-0.004253,0.492241,0.012677,0.001190,0.535784,0.041351,-0.010144,0.494334,-0.043369,-0.023504,0.426402,-0.043213,0.397182,0.492423,0.537379,0.496336,0.429230
2.5763,closed,15.0,0.816078,-1.228719,-0.265379,-0.158000,0.345146,0.124252,0.033748,0.006136,0.090505,0.001534,-0.141126,0.136524,-0.041417,0.243275,-0.739691,-1.547468,-0.850383,-0.217123,0.784131,-0.893498,0.039474,0.696954,0.692194,-0.031790,0.081844,-0.275598,0.027947,-0.047926,-0.133171,-0.150833,-0.000989,0.031081,-0.019984,0.037959,-0.024474,0.032028,-0.025130,0.022012,-0.021490,-0.096677,0.044446,-0.034802,-0.037006,0.071763,0.161836,0.002547,0.066577,0.168990,0.043224,0.070792,0.156573,0.072061,0.064592,0.122697,-0.030118,-0.017319,0.005424,-0.021122,0.003620,0.114517,0.003591,-0.004509,0.124298,0.032333,0.004089,0.113205,0.044858,0.004942,0.073252,0.133915,0.309271,0.096712,0.002252,0.500091,-0.022677,0.001184,0.536715,0.041110,-0.015895,0.500781,-0.063474,-0.026205,0.426546,-0.047609,0.350621,0.500610,0.538288,0.505038,0.429994
2.6090,closed,15.0,0.826816,-1.247126,-0.467864,-0.351282,0.337476,0.156466,-0.036816,0.055223,0.067495,0.084369,-0.156466,0.161068,-0.046019,0.277906,-0.631928,-3.871482,-3.398561,-0.224634,0.865690,-1.615294,0.572565,0.022946,1.733665,-0.163290,0.411885,-0.171560,0.026286,-0.047358,-0.088315,-0.102533,-0.000989,0.031539,-0.018479,0.036641,-0.022676,0.028956,-0.025444,0.020855,-0.022198,-0.094910,0.047948,-0.033383,-0.036472,0.075338,0.160827,0.002684,0.069834,0.168141,0.042934,0.075286,0.154929,0.071780,0.065631,0.122411,-0.028351,-0.013817,0.006843,-0.020588,0.007195,0.113508,0.003729,-0.001252,0.123449,0.032044,0.008583,0.111561,0.044577,0.005982,0.072966,0.157322,0.197418,0.138071,0.009698,0.505359,-0.065038,0.000432,0.546611,0.014362,-0.025372,0.507083,-0.096506,-0.030635,0.426759,-0.054930,0.287729,0.509619,0.546800,0.516807,0.431369
2.6424,closed,15.0,0.839087,-1.262466,-0.727107,-0.612058,0.335942,0.197884,-0.115049,0.116583,0.018408,0.176408,-0.190214,0.182544,-0.047553,0.325412,-0.535248,-5.886837,-5.781775,-0.156388,1.019794,-2.007928,1.357589,-0.743845,2.332040,-0.581176,0.605578,-0.094859,0.024342,-0.047095,-0.037392,-0.045524,-0.000991,0.031778,-0.018496,0.034646,-0.021079,0.027623,-0.024881,0.020182,-0.022710,-0.092613,0.051808,-0.030996,-0.035818,0.079509,0.159347,0.002873,0.074423,0.166780,0.042519,0.080610,0.152632,0.071558,0.066477,0.122155,-0.026054,-0.009957,0.009230,-0.019933,0.011366,0.112028,0.003918,0.003337,0.122087,0.031628,0.013907,0.109264,0.044355,0.006827,0.072710,0.149797,0.068964,0.139996,0.018036,0.506562,-0.115025,-0.000974,0.556759,-0.030347,-0.038507,0.508883,-0.141825,-0.033923,0.426803,-0.060410,0.216319,0.519770,0.557586,0.529679,0.432390
2.6756,closed,15.0,0.848291,-1.271670,-0.975612,-0.855961,0.339010,0.240835,-0.177942,0.164136,-0.038350,0.251573,-0.222427,0.191748,-0.047553,0.330095,-0.401540,-6.956090,-6.983538,-0.020953,1.169696,-2.034409,1.527722,-1.368187,2.403130,-0.831162,0.502186,-0.033375,0.022731,-0.047366,0.005555,-0.000114,-0.000995,0.031867,-0.019719,0.034800,-0.020034,0.028016,-0.024818,0.020582,-0.023077,-0.090368,0.054958,-0.028276,-0.035194,0.083244,0.157736,0.003033,0.078440,0.165392,0.042103,0.084953,0.150433,0.071477,0.066823,0.122040,-0.023809,-0.006806,0.011951,-0.019309,0.015101,0.110417,0.004077,0.007354,0.120700,0.031212,0.018250,0.107064,0.044274,0.007173,0.072595,0.085344,-0.009776,0.077906,0.024991,0.503291,-0.158924,-0.002569,0.561020,-0.075388,-0.050094,0.505281,-0.181276,-0.035172,0.426795,-0.062519,0.115968,0.528378,0.566069,0.539147,0.432781
