Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,K_d_Nmrad,Alpha
0.0007,descent,1.1647,49.2188,46.5820,-17.8620,-15.1140,0.001997,0.001525,0.084980,0.000020,0.148674,2.0
0.0019,descent,1.1647,49.2188,46.4941,-17.8620,-20.6100,0.001992,0.001905,0.084995,0.000005,0.148674,2.0
0.0030,descent,1.1647,49.2188,46.4062,-17.8620,-23.3580,0.001987,0.002177,0.084995,0.000005,0.148674,2.0
0.0040,descent,1.1647,49.2188,46.3184,-17.8620,-24.7320,0.001982,0.002394,0.084990,0.000010,0.148674,2.0
0.0052,descent,1.1647,49.1309,46.3184,-17.8620,-27.4800,0.002024,0.002499,0.085007,-0.000007,0.148674,2.0
0.0063,descent,1.1647,49.1309,46.2305,-17.8620,-30.2280,0.002019,0.002770,0.085007,-0.000007,0.148674,2.0
0.0075,descent,1.1647,49.1309,46.0547,-17.8620,-31.6020,0.002010,0.003151,0.084997,0.000003,0.148674,2.0
0.0086,descent,1.1647,49.1309,46.0547,-16.4880,-31.6020,0.001995,0.003151,0.084997,0.000003,0.148674,2.0
0.0097,descent,1.1647,49.1309,46.0547,-16.4880,-31.6020,0.001995,0.003151,0.084997,0.000003,0.148674,2.0
0.0108,descent,1.1647,49.1309,45.8789,-16.4880,-37.0980,0.001986,0.003694,0.085016,-0.000016,0.148674,2.0
0.0119,descent,1.1647,49.0430,45.7910,-16.4880,-41.2200,0.002022,0.004016,0.085001,-0.000001,0.148674,2.0
0.0129,descent,1.1647,49.0430,45.6152,-16.4880,-43.9680,0.002013,0.004451,0.085001,-0.000001,0.148674,2.0
0.0140,descent,1.1647,49.0430,45.5273,-16.4880,-46.7160,0.002008,0.004723,0.084994,0.000006,0.148674,2.0
0.0152,descent,1.1649,48.9551,45.4395,-16.4880,-48.0900,0.002044,0.004935,0.084978,0.000022,0.148662,2.0
0.0163,descent,1.1649,48.9551,45.3516,-16.4880,-49.4640,0.002039,0.005152,0.084978,0.000022,0.148662,2.0
0.0174,descent,1.1649,48.9551,45.2637,-16.4880,-52.2120,0.002034,0.005424,0.084993,0.000007,0.148662,2.0
0.0185,descent,1.1649,48.9551,45.2637,-16.4880,-53.5860,0.002034,0.005479,0.084993,0.000007,0.148662,2.0
0.0196,descent,1.1649,48.9551,45.1758,-16.4880,-54.9600,0.002030,0.005696,0.084990,0.000010,0.148662,2.0
0.0207,descent,1.1649,48.9551,45.0879,-16.4880,-56.3340,0.002025,0.005914,0.084990,0.000010,0.148662,2.0
0.0219,descent,1.1649,48.9551,44.9121,-15.1140,-57.7080,0.002001,0.006294,0.084988,0.000012,0.148662,2.0
0.0230,descent,1.1649,48.8672,44.8242,-15.1140,-59.0820,0.002038,0.006507,0.084988,0.000012,0.148662,2.0
0.0240,descent,1.1649,48.8672,44.8242,-15.1140,-61.8300,0.002038,0.006616,0.084982,0.000018,0.148662,2.0
0.0257,descent,1.1649,48.8672,44.6484,-15.1140,-63.2040,0.002028,0.006996,0.084981,0.000019,0.148662,2.0
0.0295,descent,1.1649,48.8672,44.5605,-15.1140,-64.5780,0.002024,0.007214,0.084986,0.000014,0.148662,2.0
0.0298,descent,1.1649,48.8672,44.5605,-15.1140,-64.5780,0.002024,0.007214,0.084986,0.000014,0.148662,2.0
0.0310,descent,1.1649,48.7793,44.4727,-15.1140,-64.5780,0.002060,0.007372,0.084986,0.000014,0.148662,2.0
0.0319,descent,1.1649,48.6914,43.9453,-16.4880,-71.4480,0.002088,0.008618,0.084986,0.000014,0.148662,2.0
0.0330,descent,1.1649,48.6914,43.8574,-16.4880,-72.8220,0.002083,0.008835,0.084986,0.000014,0.148662,2.0
0.0340,descent,1.1649,48.6035,43.8574,-16.4880,-72.8220,0.002124,0.008831,0.084989,0.000011,0.148662,2.0
0.0352,descent,1.1649,48.6035,43.7695,-16.4880,-74.1960,0.002120,0.009048,0.084983,0.000017,0.148662,2.0
0.0363,descent,1.1649,48.6035,43.6816,-16.4880,-75.5700,0.002115,0.009266,0.084983,0.000017,0.148662,2.0
0.0374,descent,1.1649,48.6035,43.5937,-16.4880,-76.9440,0.002110,0.009483,0.084974,0.000026,0.148662,2.0
0.0385,descent,1.1649,48.5156,43.5059,-16.4880,-78.3180,0.002147,0.009696,0.084974,0.000026,0.148662,2.0
0.0396,descent,1.1649,48.5156,43.3301,-17.8620,-79.6920,0.002152,0.010077,0.084980,0.000020,0.148662,2.0
0.0407,descent,1.1649,48.4277,43.2422,-17.8620,-81.0660,0.002189,0.010290,0.084980,0.000020,0.148662,2.0
0.0418,descent,1.1649,48.4277,43.0664,-17.8620,-82.4400,0.002180,0.010671,0.084970,0.000030,0.148662,2.0
0.0429,descent,1.1649,48.3398,42.9785,-19.2360,-83.8140,0.002231,0.010883,0.084970,0.000030,0.148662,2.0
0.0440,descent,1.1649,48.3398,42.7148,-19.2360,-85.1880,0.002217,0.011427,0.084987,0.000013,0.148662,2.0
0.0452,descent,1.1649,48.3398,42.7148,-19.2360,-85.1880,0.002217,0.011427,0.084982,0.000018,0.148662,2.0
0.0463,descent,1.1649,48.2520,42.6270,-20.6100,-86.5620,0.002268,0.011640,0.084982,0.000018,0.148662,2.0
0.0474,descent,1.1649,48.2520,42.5391,-20.6100,-87.9360,0.002263,0.011858,0.084967,0.000033,0.148662,2.0
0.0485,descent,1.1649,48.2520,42.4512,-20.6100,-87.9360,0.002258,0.012021,0.084967,0.000033,0.148662,2.0
0.0496,descent,1.1649,48.1641,42.3633,-20.6100,-89.3100,0.002295,0.012234,0.084969,0.000031,0.148662,2.0
0.0507,descent,1.1649,48.1641,42.1875,-21.9840,-89.3100,0.002300,0.012561,0.084969,0.000031,0.148662,2.0
0.0518,descent,1.1649,48.0762,42.0996,-23.3580,-92.0580,0.002351,0.012828,0.084970,0.000030,0.148662,2.0
0.0533,descent,1.1649,48.0762,42.0117,-23.3580,-93.4320,0.002347,0.013046,0.084963,0.000037,0.148662,2.0
0.0542,descent,1.1649,47.9883,41.9238,-24.7320,-93.4320,0.002398,0.013204,0.084963,0.000037,0.148662,2.0
0.0553,descent,1.1649,47.9883,41.8359,-24.7320,-94.8060,0.002393,0.013422,0.084953,0.000047,0.148662,2.0
0.0563,descent,1.1649,47.9004,41.6602,-24.7320,-94.8060,0.002425,0.013744,0.084953,0.000047,0.148662,2.0
0.0575,descent,1.1649,47.9004,41.5723,-26.1060,-96.1800,0.002435,0.013962,0.084960,0.000040,0.148662,2.0
0.0586,descent,1.1649,47.8125,41.4844,-27.4800,-96.1800,0.002486,0.014120,0.084960,0.000040,0.148662,2.0
0.0597,descent,1.1649,47.8125,41.3965,-27.4800,-97.5540,0.002482,0.014338,0.084955,0.000045,0.148662,2.0
0.0608,descent,1.1649,47.7246,41.2207,-27.4800,-97.5540,0.002514,0.014660,0.084955,0.000045,0.148662,2.0
