Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad
0.0007,descent,1.6393,48.7793,44.1211,-10.9920,-5.4960,0.030964,0.033454,0.084988,0.000012,0.6000
0.0018,descent,1.6393,48.6914,44.1211,-10.9920,-5.4960,0.031143,0.033449,0.085015,-0.000015,0.6000
0.0029,descent,1.6393,48.6914,44.1211,-12.3660,-4.1220,0.031157,0.034023,0.085015,-0.000015,0.6000
0.0040,descent,1.6393,48.6914,44.1211,-10.9920,-4.1220,0.031143,0.034023,0.084991,0.000009,0.6000
0.0051,descent,1.6393,48.6914,44.1211,-10.9920,-4.1220,0.031143,0.034023,0.084991,0.000009,0.6000
0.0062,descent,1.6393,48.6914,44.1211,-10.9920,-4.1220,0.031143,0.034023,0.085002,-0.000002,0.6000
0.0074,descent,1.6393,48.6914,44.1211,-10.9920,-2.7480,0.031143,0.048857,0.085002,-0.000002,0.6000
0.0084,descent,1.6393,48.6914,44.1211,-10.9920,-2.7480,0.031143,0.048857,0.084984,0.000016,0.6000
0.0095,descent,1.6393,48.6914,44.1211,-10.9920,-1.3740,0.031143,0.138845,0.084984,0.000016,0.6000
0.0107,descent,1.6393,48.6035,44.1211,-10.9920,-1.3740,0.031322,0.138840,0.084990,0.000010,0.6000
0.0118,descent,1.6393,48.6035,44.1211,-10.9920,-1.3740,0.031322,0.138840,0.084995,0.000005,0.6000
0.0129,descent,1.6393,48.6035,44.1211,-10.9920,-1.3740,0.031322,0.138840,0.084995,0.000005,0.6000
0.0140,descent,1.6393,48.6035,44.1211,-10.9920,0.0000,0.031322,0.233219,0.084998,0.000002,0.6000
0.0151,descent,1.6393,48.6035,44.1211,-10.9920,0.0000,0.031322,0.233219,0.084998,0.000002,0.6000
